37.019456,-0.524287,1
37.000066,-0.53845,2
36.99389,-0.563039,3
37.015336,-0.549758,4
37.025168,-0.542151,5
37.038068,-0.531352,6
37.056332,-0.530542,7
37.063354,-0.528181,8
37.062156,-0.529232,9
37.060062,-0.546564,10
